location,severity_rating5_4,severity_rating5_5,intersection_N,intersection_Y,alcohol_involved_N,alcohol_involved_Y,hazmat_involved_N,hazmat_involved_Y,hs_collision_type_1,hs_collision_type_2,hs_collision_type_3,hs_collision_type_4,hs_collision_type_5,hs_collision_type_6,hs_collision_type_7,hs_collision_type_8,hs_collision_type_9,crash_type_1.0,crash_type_2.0,crash_type_3.0,crash_type_4.0,crash_type_5.0,crash_type_6.0,crash_type_7.0,crash_type_8.0,crash_type_9.0,crash_type_10.0,crash_type_11.0,crash_type_12.0,crash_type_13.0,crash_type_14.0,crash_type_15.0,crash_type_16.0,crash_type_99.0,road_sys_code_0,road_sys_code_1,road_sys_code_2,road_sys_code_3,road_sys_code_4,road_sys_code_5,road_sys_code_6,road_sys_code_7,road_sys_code_8,road_sys_code_9,road_sys_code_10,road_horiz_align_code_0.0,road_horiz_align_code_1.0,road_horiz_align_code_2.0,road_horiz_align_code_3.0,road_grade_code_0.0,road_grade_code_4.0,road_grade_code_5.0,road_grade_code_6.0,road_grade_code_7.0,road_grade_code_8.0,road_surf_code_0.0,road_surf_code_1.0,road_surf_code_2.0,road_surf_code_3.0,road_surf_code_5.0,road_surf_code_99.0,surf_cond_code_0.0,surf_cond_code_1.0,surf_cond_code_2.0,surf_cond_code_3.0,surf_cond_code_4.0,surf_cond_code_5.0,surf_cond_code_6.0,surf_cond_code_7.0,surf_cond_code_9.0,surf_cond_code_99.0,light_cond_code_0.0,light_cond_code_1.0,light_cond_code_2.0,light_cond_code_3.0,light_cond_code_4.0,light_cond_code_5.0,light_cond_code_6.0,light_cond_code_7.0,environ_cond_code_0.0,environ_cond_code_1.0,environ_cond_code_2.0,environ_cond_code_3.0,environ_cond_code_4.0,environ_cond_code_5.0,environ_cond_code_6.0,environ_cond_code_7.0,environ_cond_code_8.0,environ_cond_code_9.0,environ_cond_code_10.0,environ_cond_code_99.0,road_median_code_0.0,road_median_code_1.0,road_median_code_2.0,road_median_code_3.0,road_median_code_4.0,road_median_code_5.0,road_median_code_99.0,temp_traffic_zone_0.0,temp_traffic_zone_1.0,temp_traffic_zone_2.0,temp_traffic_zone_3.0,temp_traffic_zone_4.0,temp_traffic_zone_5.0,posted_speed_0.0,posted_speed_2.0,posted_speed_3.0,posted_speed_4.0,posted_speed_5.0,posted_speed_10.0,posted_speed_15.0,posted_speed_20.0,posted_speed_25.0,posted_speed_26.0,posted_speed_28.0,posted_speed_30.0,posted_speed_35.0,posted_speed_36.0,posted_speed_40.0,posted_speed_45.0,posted_speed_47.0,posted_speed_50.0,posted_speed_55.0,posted_speed_56.0,posted_speed_60.0,posted_speed_65.0,first_harmful_event_0.0,first_harmful_event_1.0,first_harmful_event_2.0,first_harmful_event_3.0,first_harmful_event_5.0,first_harmful_event_6.0,first_harmful_event_7.0,first_harmful_event_9.0,first_harmful_event_11.0,first_harmful_event_12.0,first_harmful_event_13.0,first_harmful_event_14.0,first_harmful_event_19.0,first_harmful_event_21.0,first_harmful_event_22.0,first_harmful_event_23.0,first_harmful_event_24.0,first_harmful_event_26.0,first_harmful_event_27.0,first_harmful_event_28.0,first_harmful_event_29.0,first_harmful_event_30.0,first_harmful_event_39.0,first_harmful_event_41.0,first_harmful_event_42.0,first_harmful_event_43.0,first_harmful_event_44.0,first_harmful_event_45.0,first_harmful_event_46.0,first_harmful_event_47.0,first_harmful_event_48.0,first_harmful_event_49.0,first_harmful_event_50.0,first_harmful_event_51.0,first_harmful_event_52.0,first_harmful_event_53.0,first_harmful_event_54.0,first_harmful_event_55.0,first_harmful_event_56.0,first_harmful_event_57.0,first_harmful_event_58.0,first_harmful_event_59.0,first_harmful_event_60.0,first_harmful_event_61.0,first_harmful_event_62.0,first_harmful_event_69.0,first_harmful_event_99.0,flg_cell_in_use_N,flg_cell_in_use_Y
OCEAN-PINE BEACH BORO,0.0234375,0.0,0.017857142857142856,0.013157894736842105,0.011764705882352941,0.045454545454545456,0.010695187165775399,0.0,0.015151515151515152,0.015873015873015872,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.05,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0,0.01675977653631285,0.0,0.0,0.0,0.0,0.012195121951219513,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.012269938650306749,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.022988505747126436,0.0,0.0,0.016574585635359115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028169014084507043,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010810810810810811,0.0
OCEAN-PLUMSTED TWP,0.0234375,0.15,0.07142857142857142,0.05263157894736842,0.06470588235294117,0.045454545454545456,0.053475935828877004,0.3333333333333333,0.0,0.07936507936507936,0.0,0.13513513513513514,0.0,0.0,0.03225806451612903,1.0,0.0,0.0,0.0,0.125,0.2,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2037037037037037,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.04242424242424243,0.0,0.2,0.15000000000000002,0.05844155844155845,0.0,0.0,0.0,0.0,0.0,0.0,0.06145251396648045,0.0,0.3333333333333333,0.0,0.0,0.06097560975609756,0.043478260869565216,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.2,0.0,0.0,0.1875,0.0,0.0,0.0,0.06748466257668712,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07017543859649122,0.09195402298850575,0.0,0.0,0.06629834254143646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072992700729927005,0.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.0,0.1276595744680851,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09859154929577466,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05945945945945946,0.0
OCEAN-POINT PLEASANT BORO,0.0390625,0.016666666666666666,0.04464285714285714,0.013157894736842105,0.023529411764705882,0.09090909090909091,0.0267379679144385,0.0,0.030303030303030304,0.031746031746031744,0.0,0.02702702702702703,0.14285714285714285,0.0,0.0,0.0,0.0,0.058823529411764705,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029850746268656716,0.125,0.0,0.0,0.1,0.0,0.0,0.043478260869565216,0.0,0.0,0.037037037037037035,0.0,0.019801980198019802,0.0,0.0,0.0,0.05555555555555555,0.024242424242424242,0.0,0.2,0.0,0.03896103896103896,0.0,0.0,0.0,0.0,0.0,0.0,0.0335195530726257,0.0,0.0,0.0,0.0,0.03048780487804878,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.014925373134328358,0.14285714285714285,0.0,0.03680981595092025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.05747126436781609,0.0,0.0,0.03314917127071823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072992700729927005,0.0,0.0,0.0,0.2272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031746031746031744,0.0,0.0,0.028169014084507043,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021621621621621623,0.3333333333333333
OCEAN-PT PLEASANT BEACH BORO,0.0546875,0.0,0.03571428571428571,0.039473684210526314,0.03529411764705882,0.045454545454545456,0.0320855614973262,0.0,0.015151515151515152,0.031746031746031744,0.0,0.02702702702702703,0.14285714285714285,0.0,0.06451612903225806,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.029850746268656716,0.125,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.03636363636363636,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.03910614525139665,0.0,0.0,0.0,0.0,0.03658536585365854,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.25,0.0,0.0,0.07462686567164178,0.0,0.0,0.03680981595092025,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.05,0.0,0.0,0.05747126436781609,0.0,0.0,0.03867403314917127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072992700729927005,0.0,0.0,0.0,0.2272727272727273,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.015873015873015872,0.0,0.0,0.04225352112676056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032432432432432434,0.0
OCEAN-SEASIDE HEIGHTS BORO,0.0078125,0.0,0.0,0.013157894736842105,0.0058823529411764705,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.006060606060606061,0.0,0.0,0.0,0.006493506493506494,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.006097560975609756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006134969325153374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011494252873563218,0.0,0.0,0.0055248618784530384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072992700729927005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCEAN-SEASIDE PARK BORO,0.0078125,0.0,0.008928571428571428,0.0,0.0058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.006060606060606061,0.0,0.0,0.0,0.006493506493506494,0.0,0.0,0.0,0.0,0.0,0.0,0.00558659217877095,0.0,0.0,0.0,0.0,0.006097560975609756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006134969325153374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0055248618784530384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCEAN-SHIP BOTTOM BORO,0.015625,0.016666666666666666,0.008928571428571428,0.02631578947368421,0.01764705882352941,0.0,0.010695187165775399,0.0,0.015151515151515152,0.015873015873015872,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.009900990099009901,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.01948051948051948,0.0,0.0,0.0,0.0,0.0,0.0,0.01675977653631285,0.0,0.0,0.0,0.0,0.01829268292682927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03409090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018404907975460124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.016574585635359115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.028169014084507043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010810810810810811,0.0
OCEAN-SOUTH TOMS RIVER BORO,0.0625,0.016666666666666666,0.05357142857142857,0.039473684210526314,0.03529411764705882,0.13636363636363635,0.0427807486631016,0.0,0.030303030303030304,0.0,0.0,0.10810810810810811,0.0,0.0,0.0967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1388888888888889,0.0,0.04477611940298507,0.0,0.0,0.0,0.0,0.0,0.0,0.06521739130434782,0.13793103448275862,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.048484848484848485,0.0,0.0,0.1,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.05027932960893855,0.0,0.0,0.0,0.0,0.04878048780487805,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0625,0.014925373134328358,0.10714285714285714,0.0,0.049079754601226995,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.125,0.017543859649122806,0.04597701149425287,0.0,0.0,0.04419889502762431,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.03571428571428571,0.0,0.0,0.02127659574468085,0.08333333333333333,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043243243243243246,0.0
OCEAN-STAFFORD TWP,0.0703125,0.13333333333333333,0.11607142857142856,0.05263157894736842,0.1,0.0,0.0855614973262032,0.0,0.030303030303030304,0.09523809523809523,0.0,0.21621621621621623,0.0,0.0,0.03225806451612903,0.0,0.0,0.058823529411764705,0.2857142857142857,0.125,0.06666666666666667,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.1388888888888889,0.0,0.029850746268656716,0.0,0.0,0.0,0.2,0.0,0.0,0.19565217391304346,0.20689655172413793,0.0,0.018518518518518517,0.0,0.009900990099009901,0.0,0.0,0.0,0.05555555555555555,0.09090909090909091,0.0,0.2,0.1,0.09090909090909091,0.0,0.25,0.0,0.0,0.0,0.0,0.09497206703910614,0.0,0.0,0.0,0.0,0.07317073170731708,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.0625,0.014925373134328358,0.10714285714285714,0.0,0.0736196319018405,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.5625,0.017543859649122806,0.06896551724137931,0.0,0.0,0.08839779005524862,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.03571428571428571,0.037037037037037035,0.0,0.06382978723404255,0.20833333333333331,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031746031746031744,0.0,0.0,0.1267605633802817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.08648648648648649,0.0
OCEAN-TOMS RIVER TWP,0.71875,0.5333333333333333,0.6785714285714285,0.631578947368421,0.6,1.0,0.6470588235294117,0.6666666666666666,0.3484848484848485,0.7777777777777777,0.5555555555555556,0.43243243243243246,0.7142857142857142,0.0,0.8387096774193548,0.0,0.0,0.7058823529411764,0.42857142857142855,0.75,1.0,0.3333333333333333,0.06666666666666667,1.0,0.0,0.25,0.4444444444444444,0.5833333333333333,0.0,0.3880597014925373,0.75,0.5,0.0,0.30000000000000004,0.0,0.0,1.0,0.20689655172413793,0.0,1.0,0.0,0.1782178217821782,0.0,0.0,0.0,0.7777777777777777,0.6242424242424243,0.8,0.6000000000000001,0.5,0.6818181818181819,0.5,0.75,0.09090909090909091,1.0,0.0,0.125,0.6815642458100559,0.0,0.0,0.0,0.0,0.6829268292682927,0.4782608695652174,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8295454545454546,1.0,0.5,0.0,0.1875,0.417910447761194,0.46428571428571425,0.0,0.6380368098159509,0.375,0.5,0.0,0.7647058823529411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,1.0,0.125,0.19298245614035087,0.8735632183908046,0.0,0.0,0.6685082872928176,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08029197080291971,0.0,0.0,0.125,0.7272727272727273,0.0,0.5714285714285714,1.0,0.0,1.0,0.16666666666666666,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,0.5,0.0,0.0,0.0,0.0,0.8333333333333333,0.30158730158730157,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.25,0.0,0.664864864864865,0.0
OCEAN-TUCKERTON BORO,0.0234375,0.0,0.026785714285714284,0.0,0.01764705882352941,0.0,0.010695187165775399,0.0,0.0,0.015873015873015872,0.0,0.05405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06521739130434782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.05,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0,0.01675977653631285,0.0,0.0,0.0,0.0,0.01829268292682927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03409090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012269938650306749,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.016574585635359115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028169014084507043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010810810810810811,0.0
PASSAIC-BLOOMINGDALE BORO,0.03125,0.0,0.03571428571428571,0.0,0.023529411764705882,0.0,0.0160427807486631,0.0,0.015151515151515152,0.015873015873015872,0.0,0.05405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.014925373134328358,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.2,0.0,0.05,0.006493506493506494,0.125,0.25,0.0,0.0,0.0,0.0,0.0223463687150838,0.0,0.0,0.0,0.0,0.01829268292682927,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.2,0.0,0.0,0.0,0.014925373134328358,0.0,0.0,0.018404907975460124,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04597701149425287,0.0,0.0,0.022099447513812154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.09090909090909091,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016216216216216217,0.0
PASSAIC-CLIFTON CITY,0.5078125,0.3833333333333333,0.5625,0.3289473684210526,0.44705882352941173,0.5454545454545454,0.4652406417112299,0.0,0.2272727272727273,0.47619047619047616,0.1111111111111111,0.21621621621621623,0.2857142857142857,0.0,1.0,1.0,0.0,0.47058823529411764,0.7142857142857142,0.4583333333333333,0.2,0.0,0.5333333333333333,0.0,0.0,0.0,0.2222222222222222,0.8888888888888888,0.0,0.22388059701492538,0.375,0.0,0.0,0.1,0.0,0.0,0.7391304347826086,0.10344827586206896,0.0,0.6481481481481481,0.0,0.13861386138613863,0.0,0.5,0.0,0.6666666666666666,0.41818181818181815,1.0,0.4,1.0,0.37662337662337664,0.625,0.75,0.18181818181818182,0.0,0.0,0.3125,0.46368715083798884,0.0,0.0,0.0,0.0,0.4573170731707317,0.5217391304347826,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6136363636363636,0.2,0.0,0.0,0.3125,0.3880597014925373,0.07142857142857142,0.0,0.46625766871165647,0.4375,1.0,0.5,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.775,0.35000000000000003,0.125,0.2982456140350877,0.3448275862068966,0.0,0.0,0.47513812154696133,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.1678832116788321,0.0,0.0,1.0,0.7727272727272727,0.0,0.07142857142857142,0.07407407407407407,0.0,0.23404255319148937,1.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.19047619047619047,0.0,0.0,0.5070422535211268,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.9166666666666666,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.4648648648648649,0.3333333333333333
